5001,10,501,43,37,67,146
5002,10,501,27,49,131,151
5003,10,501,27,6,97,137
5004,10,501,21,13,65,125
5005,10,501,4,34,103,127
5006,10,501,36,18,132,163
5007,10,501,10,34,71,148
5008,10,501,13,26,148,170
5009,10,501,18,41,68,88
5010,10,501,3,23,75,104
5011,10,502,49,2,88,120
5012,10,502,12,24,125,155
5013,10,502,29,0,97,117
5014,10,502,44,9,132,152
5015,10,502,2,25,128,170
5016,10,502,47,44,71,91
5017,10,502,46,5,91,114
5018,10,502,42,30,136,170
5019,10,502,15,6,80,125
5020,10,502,0,49,103,163
5021,10,503,5,18,110,130
5022,10,503,48,49,120,140
5023,10,503,31,45,96,124
5024,10,503,16,4,89,109
5025,10,503,0,15,41,61
5026,10,503,8,19,121,157
5027,10,503,31,26,112,132
5028,10,503,7,33,124,161
5029,10,503,40,48,91,111
5030,10,503,27,30,131,151
5031,10,504,11,34,131,151
5032,10,504,34,23,114,134
5033,10,504,33,39,96,116
5034,10,504,38,0,46,71
5035,10,504,48,6,66,104
5036,10,504,19,45,59,79
5037,10,504,17,48,132,170
5038,10,504,22,36,111,139
5039,10,504,14,40,103,123
5040,10,504,4,12,49,69
5041,10,505,17,0,41,91
5042,10,505,19,48,108,170
5043,10,505,35,34,96,116
5044,10,505,10,46,113,159
5045,10,505,20,46,90,110
5046,10,505,19,30,109,151
5047,10,505,39,3,42,62
5048,10,505,32,38,99,120
5049,10,505,43,39,115,153
5050,10,505,30,31,77,104
5051,10,506,23,15,63,86
5052,10,506,5,23,103,123
5053,10,506,37,28,95,162
5054,10,506,33,41,70,90
5055,10,506,44,37,115,136
5056,10,506,41,46,48,68
5057,10,506,38,40,62,136
5058,10,506,3,43,87,107
5059,10,506,13,24,127,147
5060,10,506,8,24,105,159
5061,10,507,29,31,84,104
5062,10,507,41,48,97,138
5063,10,507,39,23,95,115
5064,10,507,5,37,138,158
5065,10,507,41,27,139,170
5066,10,507,2,21,98,147
5067,10,507,24,11,82,104
5068,10,507,19,46,75,95
5069,10,507,38,16,139,159
5070,10,507,35,5,133,153
5071,10,508,35,47,105,170
5072,10,508,26,23,92,112
5073,10,508,41,17,95,138
5074,10,508,27,32,94,114
5075,10,508,39,18,53,73
5076,10,508,13,47,148,168
5077,10,508,10,32,103,123
5078,10,508,34,49,63,83
5079,10,508,12,8,150,170
5080,10,508,12,36,50,70
5081,10,509,41,13,127,163
5082,10,509,12,48,86,113
5083,10,509,42,11,94,114
5084,10,509,0,28,51,87
5085,10,509,37,8,77,111
5086,10,509,24,22,87,147
5087,10,509,45,4,123,161
5088,10,509,0,2,51,71
5089,10,509,37,1,51,157
5090,10,509,39,17,79,104
5091,10,510,47,28,148,168
5092,10,510,48,23,81,101
5093,10,510,44,6,94,124
5094,10,510,22,24,118,170
5095,10,510,35,49,102,122
5096,10,510,35,48,136,156
5097,10,510,31,25,144,164
5098,10,510,15,6,149,170
5099,10,510,12,43,63,83
5100,10,510,16,49,107,156
5101,10,511,3,44,58,78
5102,10,511,33,48,75,95
5103,10,511,46,0,94,114
5104,10,511,44,19,75,95
5105,10,511,33,39,126,146
5106,10,511,46,23,75,150
5107,10,511,17,46,53,125
5108,10,511,30,9,137,170
5109,10,511,36,35,75,103
5110,10,511,43,30,135,155
5111,10,512,9,10,80,138
5112,10,512,19,23,69,129
5113,10,512,48,45,93,114
5114,10,512,17,15,143,163
5115,10,512,49,30,40,98
5116,10,512,17,7,125,145
5117,10,512,12,2,74,96
5118,10,512,27,46,125,165
5119,10,512,20,11,87,161
5120,10,512,47,3,52,72
5121,10,513,15,26,101,127
5122,10,513,5,48,64,84
5123,10,513,0,39,93,170
5124,10,513,39,11,99,128
5125,10,513,28,20,64,84
