10,1001,62.6797,0,0.0621509,100
10,1002,59.2811,0,0.0351718,100
10,1003,72.8178,0,0.0700749,100
10,1004,69.5718,0,0.0445175,100
10,1005,70.7191,0,0.0297873,100
10,1006,52.1309,0,0.0963304,100
10,1007,62.4674,0,0.10251,100
10,1008,42.6612,0,0.080273,100
10,1009,78.2519,0,0.0358534,100
10,1010,58.2011,0,0.0400679,100
10,1011,87.7714,0,0.0276069,100
10,1012,71.2158,0,0.0605016,100
10,1013,73.4746,0,0.066206,100
10,1014,76.0686,0,0.0500534,100
10,1015,62.9342,0,0.0363523,100
10,1016,78.4948,0,0.0528847,100
10,1017,57.4761,0,0.0662999,100
10,1018,58.0993,0,0.129726,100
10,1019,59.8372,0,0.00540652,100
10,1020,56.3721,0,0.0965125,100
10,41,83.7925,0,0.0200248,50
10,42,86.3481,0,0.0319236,50
10,43,69.7761,0,0.0201667,50
10,44,77.7495,0,0.0187486,50
10,45,77.5232,0,0.0353059,50
10,46,55.8378,0,0.0409631,50
10,47,74.7462,0,0.0170476,50
10,48,74.1181,0,0.0136084,50
10,49,69.2083,0,0.0367139,50
10,50,76.8335,0,0.0385928,50
10,501,85.5881,0,0.0173884,50
10,502,78.402,0,0.0220968,50
10,503,79.2007,0,0.0384424,50
10,504,87.8419,0,0.0313136,50
10,505,77.1847,0,0.0655318,50
10,506,90.8611,0,0.0259676,50
10,507,79.7396,0,0.0159361,50
10,508,91.3958,0,0.013184,50
10,509,79.4746,0,0.0187376,50
10,510,83.1247,0,0.0254376,50
10,601,66.6743,0,0.0219321,75
10,602,79.2774,0,0.0271765,75
10,603,79.2341,0,0.0429453,75
10,604,76.7352,0,0.0369276,75
10,605,74.4727,0,0.0722656,75
10,606,55.8834,0,0.0852851,75
10,607,80.1096,0,0.0363578,75
10,608,81.003,0,0.0308281,75
10,609,75.3664,0,0.0419696,75
10,610,75.1129,0,0.0605589,75
10,611,64.1873,0,0.0587629,75
10,612,84.5872,0,0.0356793,75
10,613,74.2608,0,0.00698004,75
10,614,82.91,0,0.0198679,75
10,615,73.2578,0,0.0428974,75
10,616,82.4135,0,0.0482586,75
10,617,80.3695,0,0.0370752,75
10,618,73.0453,0,0.0678009,75
10,619,76.8858,0,0.0481549,75
10,620,68.8996,0,0.106686,75
10,12501,59.2027,0,0.0699923,125
10,12502,44.3647,0,0.159443,125
10,12503,73.1429,0,0.0547414,125
10,12504,49.152,0,0.139595,125
10,12505,57.5956,0,0.0826073,125
10,12506,57.9033,0,0.169723,125
10,12507,67.6832,0,0.0520606,125
10,12508,63.8799,0,0.11455,125
10,12509,73.9061,0,0.0507404,125
10,12510,52.7692,0,0.129655,125
10,12511,63.8698,0,0.103342,125
10,12512,48.8646,0,0.0713355,125
10,12513,62.2208,0,0.0574593,125
10,12514,61.1515,0,0.0726775,125
10,12515,68.9168,0,0.0447617,125
10,12516,68.4312,0,0.0837993,125
10,12517,57.4817,0,0.065443,125
10,12518,46.3762,0,0.0789731,125
10,12519,63.7156,0,0.121225,125
10,12520,70.2171,0,0.060527,125
10,501,85.7143,0,0.0173884
10,501,85.7143,0,0.0173884
10,502,78.5894,0,0.0220968
