10,1,39.3814,1338.45,0.0057884
10,3,65.1784,1332.73,0.00996712
10,4,71.463,1222.07,0.138377
10,5,90.1022,1431.29,0.00656666
10,6,85.8438,1301.24,0.0969495
10,7,78.0243,1247.59,0.0287816
10,8,71.9428,1314.11,0.0249261
10,9,84.1169,1434.95,0.00937579
10,10,68.5354,1395.39,0.0139584
20,11,69.6513,2459.79,0.00970901
20,12,45.3561,1697.48,0.0283284
20,13,74.1994,2498.62,0.00962014
20,14,66.2637,2018.73,0.00927229
20,15,70.8742,2705.79,0.00971379
20,17,51.1598,2196.59,0.0133094
20,18,46.2233,1744.87,0.0182142
20,19,46.8005,1592.1,0.0467853
20,501,65.2124,1772.49,0.0344914
20,503,49.7605,1802.31,0.219711
20,504,62.0717,2316.55,0.27107
20,505,83.1557,2897.24,0.00668478
20,506,70.2313,2389.85,0.0188839
20,507,85.7964,2556.08,0.0709225
20,508,53.4169,2213.19,0.0346007
20,509,61.9754,2093.84,0.0307373
20,510,55.6187,2140.77,0.0412044
30,21,58.6361,3313.28,0.0688747
30,22,61.6887,3314.7,0.064934
30,23,57.3182,3020.21,0.0160448
30,24,47.497,3011.46,0.0213975
30,25,53.5963,2806.88,0.098812
30,26,61.977,3288.01,0.0570631
30,27,62.5775,3084.05,0.0610841
30,28,54.9026,3654.77,0.0355106
30,29,44.285,2692.9,0.120371
30,30,53.7018,3043.34,0.0315749
40,31,54.2408,3800.73,0.0317042
40,32,49.0253,3781.47,0.0693307
40,33,51.201,3305.74,0.0888664
40,34,43.5443,3307.57,0.0676707
40,35,49.7793,4469.68,0.0435576
40,36,57.2304,4239.73,0.0423219
40,37,36.0901,3948.12,0.0531568
40,38,55.5314,4450.33,0.03952
40,39,65.3081,4033.19,0.0683138
40,40,43.7332,4154.1,0.0674237
50,42,64.5227,5345.08,0.0376302
50,43,44.1196,4787.71,0.119767
50,45,36.4159,4619.21,0.0438954
50,46,49.3667,4536.09,0.0571063
50,47,45.7208,4369.96,0.126975
50,48,51.4456,4820.3,0.0732723
50,49,57.9422,4549.57,0.0516327
50,751,40.0273,4211.73,0.0598823
50,752,49.2079,4463.97,0.0564647
50,755,56.2787,4860.43,0.060705
50,756,52.3229,4421.11,0.0976195
50,757,29.2702,4143.93,0.11273
50,758,39.1971,4129.37,0.0404106
50,759,49.7415,4822.59,0.0437423
50,760,50.591,5044.58,0.08607992,1,0,0,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
1,1,0,0,0
1,1,0,0,0
3,1,0,0,0
3,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,100,146.764,0.00161347
1,1,0,0,0
2,1,24.5902,94.2501,0.0724853
3,1,36.211,449.037,0.0173199
1,1,100,977.525,0.00045274
1,1,97.459,979.526,0.00294747
1,1,97.459,979.526,0.00294747
1,1,82.8689,832.881,0.0809359
1,1,97.459,979.526,0.00294747
1,1,97.459,979.526,0.00294747
1,1,97.459,979.526,0.00294747
1,1,97.459,979.526,0.00294747
2,1,100,1955.43,0.00280424
2,1,100,1955.43,0.00280424
3,1,56.6064,1241.3,0.194108
3,1,56.6064,1241.3,0.194108
3,1,56.6064,1241.3,0.194108
3,1,49.1977,1310.89,0.0503153
4,1,65.7209,1886.2,0.084181
10,1,90.914,4426.8,0.0376059
10,1,99.9642,4902,0.00089463
10,2,46.0414,4022.15,0.121929
10,1,35.6748,2893.55,0.160734
10,1,35.6748,2893.55,0.160734
10,1,35.6748,2893.55,0.160734
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,1,35.6748,2893.55,0.160734
10,2,46.0414,4022.15,0.121929
10,2,46.0414,4022.15,0.121929
10,1,35.6748,2893.55,0.160734
10,1,35.6748,2893.55,0.160734
10,2,46.0414,4022.15,0.121929
10,3,23.1683,2341.96,0.223802
10,4,39.719,5021.42,0.194837
10,5,32.8526,2958.73,0.138392
10,6,36.9064,3390.04,0.225013
10,7,41.1487,5626.94,0.114409
10,8,32.5013,4762.47,0.169265
10,9,19.97,2522.62,0.234361
10,10,27.7862,3727.08,0.163375
10,1,44.4466,4169.84,0.198884
10,1,78.7955,7576.43,0.0565468
10,1,80.2608,7683.35,0.048136
10,1,78.7955,7576.43,0.0565468
10,2,84.8884,7355.08,0.0290227
10,3,76.8023,7488.15,0.114752
10,4,89.0322,9021.55,0.03464
10,5,73.575,7322.05,0.059849
10,6,72.4337,7138.02,0.0768394
10,7,90.0852,8213.6,0.0251836
10,8,67.625,5840.88,0.0733534
10,9,38.9922,4223.06,0.0600156
10,10,62.5815,6947.03,0.109879
10,1,42.1962,7042.52,0.0344486
10,1,68.9004,7165.23,0.0903054
10,1,68.9004,7165.23,0.0903054
10,2,61.2108,7478.38,0.0454101
10,3,77.7754,6941.81,0.0434026
10,4,68.4789,6373.61,0.0267294
10,5,53.3076,5904.28,0.1502
10,6,74.9911,7563.13,0.0350064
10,7,67.6701,7095.39,0.0846049
10,1,51.9555,7410.72,0.0454841
10,2,99.9554,9769.94,0.000567513
10,1,68.4252,8488.74,0.109957
10,2,95.3646,9355.3,0.0327696
10,3,91.785,8678.31,0.0605981
