11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
1,10,1,0,6,43,48
2,10,1,9,8,43,65
3,10,1,2,4,44,65
4,10,1,0,1,41,65
5,10,1,0,9,45,65
6,10,1,4,2,45,56
7,10,1,4,0,40,45
8,10,1,4,9,43,65
9,10,1,3,6,44,55
10,10,1,2,8,40,65
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
1,10,1,0,6,43,48
2,10,1,9,8,43,65
3,10,1,2,4,44,65
4,10,1,0,1,41,65
5,10,1,0,9,45,65
6,10,1,4,2,45,56
7,10,1,4,0,40,45
8,10,1,4,9,43,65
9,10,1,3,6,44,55
10,10,1,2,8,40,65
1,10,1,0,6,43,48
2,10,1,9,8,43,65
3,10,1,2,4,44,65
4,10,1,0,1,41,65
5,10,1,0,9,45,65
6,10,1,4,2,45,56
7,10,1,4,0,40,45
8,10,1,4,9,43,65
9,10,1,3,6,44,55
10,10,1,2,8,40,65
11,10,2,1,2,40,45
12,10,2,8,6,41,65
13,10,2,5,8,43,49
14,10,2,0,3,43,48
15,10,2,0,9,45,65
16,10,2,9,4,45,65
17,10,2,8,1,40,46
18,10,2,8,9,41,65
19,10,2,2,8,43,65
20,10,2,4,6,40,47
21,10,3,1,8,43,49
22,10,3,8,4,45,65
23,10,3,8,2,41,65
24,10,3,1,5,45,65
25,10,3,1,8,44,65
26,10,3,3,6,44,65
27,10,3,3,1,40,50
28,10,3,7,9,45,65
29,10,3,8,2,42,65
30,10,3,4,9,41,65
31,10,4,2,4,40,47
32,10,4,7,3,43,62
33,10,4,0,6,40,52
34,10,4,1,6,40,51
35,10,4,1,8,44,58
36,10,4,2,8,44,52
37,10,4,8,7,40,54
38,10,4,4,6,42,65
39,10,4,3,2,40,48
40,10,4,9,8,41,58
41,10,5,2,0,43,52
42,10,5,7,1,41,53
43,10,5,3,0,44,65
44,10,5,1,8,42,65
45,10,5,1,7,43,50
46,10,5,3,0,43,65
47,10,5,8,2,40,58
48,10,5,0,5,40,65
49,10,5,5,0,45,65
50,10,5,0,1,41,46
51,10,6,3,6,41,53
52,10,6,6,9,44,50
53,10,6,6,5,43,63
54,10,6,2,0,44,62
55,10,6,2,7,43,48
56,10,6,7,2,43,65
57,10,6,6,3,40,63
58,10,6,4,8,44,65
59,10,6,6,4,44,65
60,10,6,9,8,42,65
61,10,7,3,2,44,58
62,10,7,5,7,42,47
63,10,7,8,9,41,46
64,10,7,6,2,40,45
65,10,7,5,2,42,65
66,10,7,3,2,43,48
67,10,7,7,0,40,65
68,10,7,9,3,42,65
69,10,7,1,2,43,48
70,10,7,4,7,42,50
71,10,8,4,8,41,57
72,10,8,5,6,40,65
73,10,8,1,3,40,65
74,10,8,2,3,41,65
75,10,8,2,6,42,65
76,10,8,4,7,42,59
77,10,8,7,5,40,65
78,10,8,3,2,45,65
79,10,8,4,8,41,59
80,10,8,8,6,42,65
81,10,9,7,4,44,63
82,10,9,5,4,44,65
83,10,9,5,3,44,52
84,10,9,9,3,43,49
85,10,9,4,1,41,65
86,10,9,7,9,42,65
87,10,9,7,1,40,65
88,10,9,7,4,43,65
89,10,9,8,4,40,65
90,10,9,4,3,43,61
91,10,10,5,0,41,63
92,10,10,4,2,42,65
93,10,10,7,1,43,65
94,10,10,3,7,45,65
95,10,10,3,5,41,58
96,10,10,6,1,41,46
97,10,10,4,5,40,65
98,10,10,0,7,41,65
99,10,10,0,1,45,50
100,10,10,2,0,43,48
1,10,1,0,6,43,48
2,10,1,9,8,43,65
3,10,1,2,4,44,65
4,10,1,0,1,41,65
5,10,1,0,9,45,65
6,10,1,4,2,45,56
7,10,1,4,0,40,45
8,10,1,4,9,43,65
9,10,1,3,6,44,55
10,10,1,2,8,40,65
1,10,1,0,6,99,104
2,10,1,9,8,110,170
3,10,1,2,4,123,150
4,10,1,0,1,72,98
5,10,1,0,9,141,170
6,10,1,4,2,143,154
7,10,1,4,0,41,46
8,10,1,4,9,108,170
9,10,1,3,6,127,138
10,10,1,2,8,46,74
1,10,1,0,6,99,109
2,10,1,9,8,110,170
3,10,1,2,4,123,150
4,10,1,0,1,72,98
5,10,1,0,9,141,170
6,10,1,4,2,143,154
7,10,1,4,0,41,51
8,10,1,4,9,108,170
9,10,1,3,6,127,138
10,10,1,2,8,46,74
1,10,1,0,6,99,109
2,10,1,9,8,110,170
3,10,1,2,4,123,150
4,10,1,0,1,72,98
5,10,1,0,9,141,170
6,10,1,4,2,143,154
7,10,1,4,0,41,51
8,10,1,4,9,108,170
9,10,1,3,6,127,138
10,10,1,2,8,46,74
1,10,1,0,6,99,109
2,10,1,9,8,110,170
3,10,1,2,4,123,150
4,10,1,0,1,72,98
5,10,1,0,9,141,170
6,10,1,4,2,143,154
7,10,1,4,0,41,51
8,10,1,4,9,108,170
9,10,1,3,6,127,138
10,10,1,2,8,46,74
11,10,2,1,2,47,57
12,10,2,8,6,70,109
13,10,2,5,8,96,106
14,10,2,0,3,104,114
15,10,2,0,9,132,167
16,10,2,9,4,135,164
17,10,2,8,1,42,52
18,10,2,8,9,66,170
19,10,2,2,8,103,132
20,10,2,4,6,53,63
21,10,3,1,8,106,116
22,10,3,8,4,141,168
23,10,3,8,2,69,110
24,10,3,1,5,136,170
25,10,3,1,8,123,146
26,10,3,3,6,128,170
27,10,3,3,1,43,53
28,10,3,7,9,135,170
29,10,3,8,2,80,156
30,10,3,4,9,59,109
31,10,4,2,4,54,64
32,10,4,7,3,101,120
33,10,4,0,6,41,53
34,10,4,1,6,57,68
35,10,4,1,8,114,128
36,10,4,2,8,120,130
37,10,4,8,7,44,58
38,10,4,4,6,92,170
39,10,4,3,2,56,66
40,10,4,9,8,66,83
41,10,5,2,0,113,123
42,10,5,7,1,61,73
43,10,5,3,0,125,170
44,10,5,1,8,89,152
45,10,5,1,7,105,115
46,10,5,3,0,113,135
47,10,5,8,2,45,63
48,10,5,0,5,50,138
49,10,5,5,0,144,167
50,10,5,0,1,72,82
51,10,6,3,6,61,73
52,10,6,6,9,131,141
53,10,6,6,5,98,118
54,10,6,2,0,121,139
55,10,6,2,7,95,105
56,10,6,7,2,105,157
57,10,6,6,3,46,69
58,10,6,4,8,119,170
59,10,6,6,4,120,170
60,10,6,9,8,79,109
61,10,7,3,2,120,134
62,10,7,5,7,91,101
63,10,7,8,9,70,80
64,10,7,6,2,42,52
65,10,7,5,2,86,153
66,10,7,3,2,98,108
67,10,7,7,0,47,77
68,10,7,9,3,77,155
69,10,7,1,2,96,106
70,10,7,4,7,85,95
71,10,8,4,8,68,84
72,10,8,5,6,51,122
73,10,8,1,3,43,74
74,10,8,2,3,74,102
75,10,8,2,6,77,117
76,10,8,4,7,90,107
77,10,8,7,5,48,86
78,10,8,3,2,145,170
79,10,8,4,8,73,91
80,10,8,8,6,92,146
81,10,9,7,4,127,146
82,10,9,5,4,122,166
83,10,9,5,3,127,137
84,10,9,9,3,107,117
85,10,9,4,1,68,94
86,10,9,7,9,83,123
87,10,9,7,1,49,98
88,10,9,7,4,103,170
89,10,9,8,4,49,92
90,10,9,4,3,98,116
91,10,10,5,0,75,97
92,10,10,4,2,82,112
93,10,10,7,1,99,148
94,10,10,3,7,139,170
95,10,10,3,5,59,76
96,10,10,6,1,75,85
97,10,10,4,5,50,117
98,10,10,0,7,61,128
99,10,10,0,1,137,147
100,10,10,2,0,105,115
1,10,1,3,5,67,94
2,10,1,9,0,77,103
3,10,1,1,2,147,170
4,10,1,2,6,113,124
5,10,1,9,1,59,69
6,10,1,8,0,74,170
7,10,1,1,6,77,88
8,10,1,9,4,68,96
9,10,1,6,7,149,170
10,10,1,7,5,65,81
1,10,1,3,5,67,94
2,10,1,9,0,77,103
3,10,1,1,2,147,170
4,10,1,2,6,113,124
5,10,1,9,1,59,69
6,10,1,8,0,74,170
7,10,1,1,6,77,88
8,10,1,9,4,68,96
9,10,1,6,7,149,170
10,10,1,7,5,65,81
1,10,1,3,5,67,94
2,10,1,9,0,77,103
3,10,1,1,2,147,170
4,10,1,2,6,113,124
5,10,1,9,1,59,69
6,10,1,8,0,74,170
7,10,1,1,6,77,88
8,10,1,9,4,68,96
9,10,1,6,7,149,170
10,10,1,7,5,65,81
11,10,2,6,1,94,104
12,10,2,8,1,114,124
13,10,2,3,5,144,170
14,10,2,4,2,76,105
15,10,2,9,3,79,89
16,10,2,7,1,109,170
17,10,2,8,2,115,144
18,10,2,4,9,96,106
19,10,2,3,5,148,170
20,10,2,4,1,90,140
21,10,3,0,6,122,163
22,10,3,7,2,40,79
23,10,3,4,8,141,164
24,10,3,6,8,150,170
25,10,3,8,5,99,109
26,10,3,6,2,144,170
27,10,3,4,8,42,118
28,10,3,9,2,124,170
29,10,3,9,2,147,160
30,10,3,1,7,115,125
31,10,4,3,2,149,161
32,10,4,7,3,77,88
33,10,4,6,1,138,152
34,10,4,8,4,112,122
35,10,4,8,7,119,133
36,10,4,5,3,67,161
37,10,4,5,4,79,89
38,10,4,9,7,41,58
39,10,4,0,9,146,156
40,10,4,3,6,140,170
41,10,5,7,8,66,136
42,10,5,4,7,114,170
43,10,5,4,6,135,145
44,10,5,0,7,75,97
45,10,5,9,0,139,157
46,10,5,4,7,102,170
47,10,5,0,4,117,140
48,10,5,1,6,69,79
49,10,5,7,9,145,170
50,10,5,2,7,54,64
51,10,6,0,3,93,113
52,10,6,7,5,41,59
53,10,6,7,9,132,142
54,10,6,1,2,149,170
55,10,6,5,7,48,71
56,10,6,6,3,137,170
57,10,6,5,8,44,99
58,10,6,4,9,98,128
59,10,6,9,5,143,170
60,10,6,2,5,79,96
61,10,7,4,9,121,131
62,10,7,5,6,78,88
63,10,7,3,0,128,170
64,10,7,3,4,111,121
65,10,7,2,6,68,98
66,10,7,9,3,60,138
67,10,7,9,0,81,91
68,10,7,3,1,126,136
69,10,7,1,5,142,160
70,10,7,1,9,105,160
71,10,8,4,5,148,170
72,10,8,4,7,115,143
73,10,8,2,3,125,165
74,10,8,6,9,74,91
75,10,8,6,5,88,126
76,10,8,1,7,95,169
77,10,8,0,9,119,137
78,10,8,9,4,43,97
79,10,8,0,9,141,151
80,10,8,7,2,130,140
1,10,1,3,5,67,94
2,10,1,9,0,77,103
3,10,1,1,2,147,170
4,10,1,2,6,113,124
5,10,1,9,1,59,69
6,10,1,8,0,74,170
7,10,1,1,6,77,88
8,10,1,9,4,68,96
9,10,1,6,7,149,170
10,10,1,7,5,65,81
1,10,1,3,5,67,94
2,10,1,9,0,77,103
3,10,1,1,2,147,170
4,10,1,2,6,113,124
5,10,1,9,1,59,69
6,10,1,8,0,74,170
7,10,1,1,6,77,88
8,10,1,9,4,68,96
